CustID	DUALPLAY	FRAGILITE	TV	TOY	Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Var14	Var15	Var16	Var17	Var18	Var19	Var20	Var21	Var22	Var23	Var24	Var25	Var26	Var27	Var28	Var29	Var30	Var31	Var32	Var33	Var34	Var35	Var36	Var37	Var38	Var39	Var40	Var41	Var42	Var43	Var44	Var45	Var46	Var47	Var48	Var49	Var50	Var51	Var52	Var53	Var54	Var55	Var56	Var57	Var58	Var59	Var60	Var61	Var62	Var63	Var64	Var65	Var66	Var67	Var68	Var69	Var70	Var71	Var72	Var73	Var74	Var75	Var76	Var77	Var78	Var79	Var80	Var81	Var82	Var83	Var84	Var85	Var86	Var87	Var88	Var89	Var90	Var91	Var92	Var93	Var94	Var95	Var96	Var97	Var98	Var99	Var100	Var101	Var102	Var103	Var104	Var105	Var106	Var107	Var108	Var109	Var110	Var111	Var112	Var113	Var114	Var115	Var116	Var117	Var118	Var119	Var120	Var121	Var122	Var123	Var124	Var125	Var126	Var127	Var128	Var129	Var130	Var131	Var132	Var133	Var134	Var135	Var136	Var137	Var138	Var139	Var140	Var141	Var142	Var143	Var144	Var145	Var146	Var147	Var148	Var149	Var150	Var151	Var152	Var153	Var154	Var155	Var156	Var157	Var158	Var159	Var160	Var161	Var162	Var163	Var164	Var165	Var166	Var167	Var168	Var169	Var170	Var171	Var172	Var173	Var174	Var175	Var176	Var177	Var178	Var179	Var180	Var181	Var182	Var183	Var184	Var185	Var186	Var187	Var188	Var189	Var190	Var191	Var192	Var193	Var194	Var195	Var196	Var197	Var198	Var199	Var200	Var201	Var202	Var203	Var204	Var205	Var206	Var207	Var208	Var209	Var210	Var211	Var212	Var213	Var214	Var215	Var216	Var217	Var218	Var219	Var220	Var221	Var222	Var223	Var224	Var225	Var226	Var227	Var228	Var229	Var230
00027	0	1	0	0						931	7						108								76	95		0	16			213.36							0			2152002						0													2.769494								9							3	40	0		6144		0			90485.41		0		0									11040															0			8	-784240						445				30		1242	14						0	505770	30892						80			0	9					0				1904140							22			0										0								0											m9SvyxLkBI	RO12		taul	1K8T	ssAy	ka_ns41	fo8oHA5			fxbT	9_Y1	FbIm	VpdQ	zm5i	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				mAja5EA	CAlf	UYBR	FzaX	1YVfGrO	oslk	fXVEsaq	LM8l689qOp			xb3V	RAYp	F2FyR07IdsN7I		
00028	0	1	0	1						1484	7						120								208	260		4	112			203.44							0			2106198						0													6.542833								9							3	38	0		1016864		0			61934.1		15		8									241530															32			40	59592.4						800				36		378	-24						0	2574610	335868						220			0	0					206976				5694560							40			536316										0								0											qXhrEy7VR2	AERks4l		taul	1K8T	IvdZ	V8V_q1V	ThrHXVS			F1UB	9_Y1	X8zP	sJzTlal	IYzP	GjJ35utlTa_GNSvxxpb9ju	kIsH		uKAI	Mtgm	JBfYVit4g8				TDc_9Yi	ARGj	cJvF	FzaX	URPcqVw	Al6ZaUT	KrlSanL	LM8l689qOp			Aoh3	02N6s8f	xwM2aC7IdeMC0		
00029	0	0	0	0						1967	7						484								228	285		22	56			200							0			48150						0													3.51677								9								68	21		271792		0			24024.84		0		16																								120			112	74015.6						1050				36		4392	44						0	2404005	167342						525			0	9					442533				3116564							44			1036020										0								0								264			Tfit0G8EIb	RO12	SEuy	taul	1K8T	487l	gwY4NQF	oQ173939hSRjL	2YB90oz	smXZ	s9Dw	9_Y1	k13i	VpdQ	sYC_	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		LElvlVS		NGZ_CaA	1exj	UYBR	FzaX	t5EoLzk	oslk	ag5iNPX	LM8l689qOp		kG3k	fKCe	RAYp	F2FyR07IdsN7I	mj86	
0002A	0	0	0	1						714	7						2240								120	150		10	80			133.12							0			0						0							3079.6						6.890622								9								114	7		92616		0			2852.838		0		8																								72			80	4070.84						380				0		7830	22						0	18265	18268						590			0	27					42539				102572							12			7674										0								0								282			m9SvyxLkBI	RO12		taul	1K8T	GYbZ	iJzviRg	3X0xOLn	jCrHwxI		CGbI	9_Y1	lXxA	09_Q	wMei	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	L84s	4kVnq_T26xq1p		xXRNJU2		uZLuDix	vawI	cJvF	Lmli	ch2oGfM	zCkv	P6pu4Vl	LM8l689qOp		ELof	xb3V	ZI9m	R4y5gQQWY8OodqDV	am7c	
0002B	0	0	0	0				0													5	0	0																		543708																				2.925443																8									3						15											8		0	78417.54				0							-1445444				183668							0		-18	0	21							287			0							18					8505		12			0			0			9			0	0						461841.3			4					0			923682									r__I	75lTmBtFkL	RO12		taul	1K8T	0Xwj	H8V_L_f	C_uQoStwYE			SHE2	HLqf	47ra	VpdQ		DHn_WUyBhW_whjA88g9bvA64_	sBgB		uKAI	Mtgm	CrNX				NGZ_12K	0P58	cJvF	FzaX	e2DHmNo	d0EEeJi	D3UitGv	LM8l689qOp			rgKb	02N6s8f	F2FyR07IdsN7I		
0002C	0	0	0	0						1239	7						144								72	90		0	40			191.36							0			664602						0							21614.88						1.030335								9							3	48	0		0		3			11241.96		0		0									660															0			0	-838228						580				18		152649	4						24	213735	17194						25			0	0					0				648444							20			0										0								14											EsYq9aX0Db	RO12		taul	1K8T	nCqp	qEKLIo1	y2LIM01bE1	R40ctJ6		IyWb	9_Y1	Y9Bl	09_Q	IYzP	DHn_WUyBhW_whjA88g9bvA64_	kIsH		uKAI	L84s	CrNX		3KzRioM		AuSPDRg	WmCU	UYBR	FzaX	13j7k0_	d0EEeJi	S2JrUdI	LM8l689qOp		ELof	uWr3	nIGXDli	F2FyR07IdsN7I	am7c	
0002D	0	0	0	0						560	0						0								0	0			0			120.4							5			0						0													3.83401								9								28	0		0		6			152440.2		0		0																											0	-99980.8						180				0		0	-20						32	0	0						0			0	9									0							0			0										0								7											HYTvyx7ejg	RO12		taul	1K8T	FgS1	t6TtIjH	rEr_IAwXVP			tO3Z	9_Y1	RcM7	sJzTlal	zm5i	me75fM6ugJ	kIsH		uKAI	Mtgm	NhsEn4L				NGZxnJM	WM7s	cJvF	FzaX	YBhNqhB	oslk	xKMwIB5	LM8l689qOp			szEZ	RAYp	F2FyR07IdsN7I		
0002E	0	0	0	0						0	0						0								16	20		0	24			397.44							0			122238						0													6.079684								9								12	0		0		0			189330		0		0																								0			0	-930600						20				6		0	-12						0	0	464134						0			0	0					0				1009760							0			0										0								0											1qmr4RQxul	RO12		taul	1K8T	4fje	qNenhjK	GVWDufEPyV			RTc9	9_Y1	z5Ry	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	Mtgm	NhsEn4L				7Ww61kb	BXUS	UYBR		dukR15G	oslk	PNQIwLq				FSa2	RAYp	F2FyR07IdsN7I		
0002F	0	0	0	1						1022	7						268								216	270		6	32			133.04							0			3902346						0													0.9923093								9							3	66	21		3235000		0			154308.6		35		2									62685															56			56	156958						745				84		56421	42						0	5375050	163688						4330			0	27					908831				10522640							42			203946										0								0											voArjIXt5a	RO12	SEuy	taul	1K8T	ZHNR	n0tQn2A	TLE739XNbCmUu	z01Jcxh	smXZ	KMT8	9_Y1	xQ2A	VpdQ	43pnToF	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		JAAPmUz		NGZMmo2	Zgh6	UYBR	FzaX	Qui18fN	oslk	ep2j7qz	LM8l689qOp		xG3x	5Acm	RAYp	F2FyR07IdsN7I	am7c	
00030	0	0	0	1						224	0						0								0	0			0			186.64							0			0						0													6.878017								9								22	0		0		0			174296.1		0		0																											0	0						225				0		0	4						0	0	0						0			0	9									0							0			0										0								0											V8lBcmz45j	RO12		taul	1K8T	0Xwj	xUTqnbN	qik4qOU4lwPbOpm_			mw4w	HLqf	WGOH		zm5i	me75fM6ugJ	sBgB		uKAI	L84s	NhsEn4L				uZL60aU	IgLU	UYBR	FzaX	LwGVino	oslk	xYH_Q4n	jySVZNlOJy			Qcbd	RAYp	F2FyR07IdsN7I		
00031	0	1	0	1						1036	7						1112								172	215		4	200			137.68							0			3414						0													2.909848								36							3	118	0		1331728		0			41304.6		0		12									0															56			72	1326872						645				6		55845							0	98740	798330						75			0	0					690578				2744736							4			601416										0								0								228			CEaWq6KZjV	2Knk1KF	SEuy	taul	1K8T	QQSE	_ybO0dd	9YuuPSz3BI	ueBU2Lj	smXZ	i4KB	9_Y1	z5Ry	VpdQ	IYzP	me75fM6ugJ	kIsH		g5HH	L84s	NhsEn4L		21RNJU2		teAyFc5	r7yD	UYBR	FzaX	L91KIiz	oslk	CE7uk3u	LM8l689qOp		kG3k	FSa2	RAYp	55YFVY9	mj86	
00032	0	0	0	0						0	0						0								0	0			0			274.16							0			0						0													4.854732								9								12	0		0		0			0		0		0																											0	-27164.56						0				0		0							8	0	0						0			0	0									0							0			0										0								7								312			Yddq9ayE15	RO12		taul	1K8T	hAOr	B5n4Lhq	ElQylxy			Kba4	9_Y1	NFMt	09_Q	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				mAja5EA	AQRX	cJvF	FzaX	_vdOjel	oslk	ghXQowC	LM8l689qOp			TNEC	RAYp	F2FyR07IdsN7I		
00033	0	0	0	0						273	0						0								40	50		0	0			220.08							5			6106380						0													5.54326								9							3	20	0		0		0			200043.3		10		0									127662															0			0	203009.2						370				24		0							8	966350	0						0			0	9					0				9682400							8			0										0								0											1nlTmBtueT	RO12		taul	z3mO	F9g8	gwY4NQF	767sa0XN9l			CRNu	9_Y1	C6Eu	09_Q	zm5i	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				mAja5EA	fkbn	cJvF	FzaX	t5EoLzk	oslk	ag5iNPX	LM8l689qOp			rgKb	RAYp	F2FyR07IdsN7I		
00034	0	1	0	0						735	7						396								336	420		8	72			133.12							0			168600						0													4.330698								18							3	168	21		323400		0			4593.57		30		6									112770															136			208	-1575292						945				114		8766							0	142700	16870						430			0	18					26712				503740							42			20472										0								0											qFpmfo8zhV	rEUOq2QD1qfkRr6qpua		taul	1K8T	FPxv	fhk21Ss	I1sqWRxUAv	nFL_5p_		UlzJ	9_Y1	wGwL	09_Q	hAFG	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	L84s	QsQAxv5		ixLHmrs		11pJPFL	VRxR	cJvF	FzaX	4UxGlow	QKW8DRm	catzS2D	LM8l689qOp		ELof	wX53	ZI9m	ib5G6X1eUxUn6	am7c	
00035	0	0	0	1						406	0						0								120	150		0	16			286.96							0			518400						0													5.875454								9								24	0		5279000		0			154713.3		5		0																								32			64	73289.2						495				6		0	4						0	7776000	31550						0			0	9					0				9522760							36			0										0								0											oyGrjIXt5a	RO12		taul	1K8T	TyGl	JVFLDAi	glRbITbnHQ			qj5w	9_Y1	VILw	VpdQ	zm5i	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				mAja5EA	ZvFL	cJvF		YTCRPlm	oslk	nXK9h3w				5Acm	RAYp	F2FyR07IdsN7I		
00036	0	0	0	0						1911	0						0								140	175		2	120			282.56							0			2668320						0													1.181585								9							3	26	0		2400504		0			60240.9		15		4									5547															40			32	91308						620				42		0	-22						0	851290	2541640						0			0	9					598185				10413880							8			1036800										0								0								282			eOQgUHShse	RO12		taul	1K8T	487l	jwhtMxl	2UyoQ4842l			gMVu	9_Y1	RVjC	VpdQ	zm5i	me75fM6ugJ	kIsH		uKAI	Mtgm	NhsEn4L				NGZxnJM	YihF	UYBR	FzaX	fabLnWA	oslk	EPqQcw6	LM8l689qOp			FSa2	RAYp	F2FyR07IdsN7I		
00037	0	0	0	1						105	0						0								124	155		0	0			234.72							0			136902						0													2.618671								9								16	0		5529616		3			240705		0		0																								32			64	94712.8						250				6		0	4						8	9427850	0						0			0	0					0				10398360							44			0										0								0											kMJt0GoOh3	RO12		taul	1K8T	0Xwj	_A3J26Z	xunBDW1			qPq_	F3hy	rGJy	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				kq0ncmx	CHvz	UYBR		7GEv4zN	oslk	UQs7kpB				Qu4f	RAYp	F2FyR07IdsN7I		
00038	0	0	0	1						854	28						2972								184	230		4	64			642.64							0			1064202						0													5.872463								36							9	114	224		4998688		0			179573.4		5		2									2451															56			72	123549.2						855				24		369							0	8690450	146818						1395			0	36					166866				10721200							46			60972										0								0								156			_v2gUHXZeb	RO12		taul	1K8T	7ALb	9GJGgoz	DKUDUftgA7	aXqmEay		T_K4	9_Y1	STGZ	VpdQ	wMei	Kxdu	kIsH		uKAI	L84s	FMSzZ91zL2		F9cslbE		11pMkO_	xrZm	cJvF	FzaX	Tvpip6Z	zCkv	hHJsvbM	jySVZNlOJy		ELof	453m	6fzt	SbOd7O8ky1wGNxp0Arj0Xs	mj86	
00039	0	0	0	0						1141	7						380								268	335		4	88			133.12							0			12276						0													3.799615								9								64	203		198952		0			3553.89		10		4																								72			128	-12328.36						845				18		1179	40						0	332225	26052						205			0	9					53914				452880							66			26268										0								0											oyGrjIXt5a	RO12		taul	1K8T	vsvk	6JEJgAs	itSGh3t	JR374qm		r4td	9_Y1	Nbbb		hAFG	me75fM6ugJ	kIsH		uKAI	L84s	XfqtO3UdzaXh_		GFU1C_N		11p4mKe	J8n2	cJvF	FzaX	U3CYjZW	oslk	WmdTQlu	LM8l689qOp		ELof	5Acm	RAYp	F2FyR07IdsN7I		
0003A	0	0	1	1						665	0						0								128	160		0	96			198.88							0			7736460						0													5.261696								9								42	0		1386496		0			109280.7		10		4																								16			24	98324.8						570				42		729	-20						0	2195185	1226430						0			0	18					0				10611720							12			3792										0								0								144			lAFr4RQZiT	RO12		taul	1K8T	kwI9	0Vr7wZ4	7aPrx0x			mBFC	9_Y1	z5Ry	sJzTlal	IYzP	Kxdu	kIsH		uKAI	Mtgm	FMSzZ91zL2				TDcEYQ6	X5pz	UYBR	FzaX	XbZitea	zCkv	DHPNgqU	LM8l689qOp			FSa2	6fzt	SbOd7O8ky1wGNxp0Arj0Xs		
0003B	0	0	0	0						1295	7						24								348	435		2	40			86.96							0			1921998						0													2.857296								9							3	32	0		1163328		3			146699.7		105		76									6663															88			16	85197.2						765				84		153	4						8	4574580	1950066						15			0	9					41867				11330200							14			2621322										0								0											AUUt0GoOh3	RO12		taul	1K8T	wGW5	fLzAmkt	wD13J6M			PWyo	9_Y1	C7DI	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				mAjbk_S	qltq	cJvF	FzaX	TE7NqhB	oslk	7_Nj7qz	LM8l689qOp			Qu4f	RAYp	F2FyR07IdsN7I		
0003C	0	0	0	0						2709	7						1304								132	165		0	112			253.52							0			2925198						0													1.906217								9							3	180	133		0		0			131823.9		15		12									423															32			0	31176.44						530				36		45234	30						0	617555	2360080						3370			0	27					0				10169880							8			3110400										0								0											avkq9ayfAo	LrdZy8QqgUfkVShG		taul	1K8T	0Xwj	fhk21Ss	qZsAqpg	NDkVWK8		QPuB	HLqf	000J	sJzTlal	oZyB	7M47J5GA0pTYIFxg5uy	sBgB		uKAI	L84s	_5OXC8MSLt		dtcstNZ		XTbj5PX	w8DE	cJvF	AU8pNoi	4UxGlow	oslk	catzS2D	M_8D		ELof	7P5s	ZI9m	ib5G6X1eUxUn6	mj86	
0003D	0	0	0	0						686	14						1008								44	55		0	24			186.64							0			5602440						0													4.469771								27							3	120	0		1237936		0			223918.8		0		0									79131															8			16	142417.2						405				24		8604	6						0	792025	2577600						1130			0	18					0				10142760							4			0										0								0											75lr4RXktW	2Knk1KF	SEuy	taul	1K8T	uErj	gmq88LT	V6XUlxabJ4VaD	qTMzCl5	smXZ	YyqC	9_Y1	Albh	VpdQ	kxE9	me75fM6ugJ	kIsH		uKAI	L84s	XfqtO3UdzaXh_		v2L3kCG		XTbPUYD	l0ia	cJvF	FzaX	gbo1rOn	oslk	Pml6FsY	jySVZNlOJy		xG3x	Xa3G	RAYp	55YFVY9	am7c	
0003E	0	0	0	1						1001	7						28								104	130		4	72			166.56							0			0						0													4.387311								9							3	48	7		761424		0			22226.88		0		2									6033															40			48	58762.8						380				0		1773	24						0	481430	63404						585			0	0					326312				897896							20			7848										0								0								288			UCDvyx8zhV	RO12		taul	1K8T	pGTb	9GJGgoz	_H1o1j_0IT	FLXl8M5		AlHf	9_Y1	3NyY	09_Q	IYzP	Kxdu	kIsH		uKAI	L84s	FMSzZ91zL2		iQcNJU2		kq067VR	6uXi	cJvF	FzaX	Tvpip6Z	zCkv	hHJsvbM	LM8l689qOp		ELof	WqMG	6fzt	SbOd7O8ky1wGNxp0Arj0Xs		
0003F	0	0	0	1						1015															212	265		6	136			379.6							5			1326366						0													6.4326																30			2672736		0			144453		20		10																								48			32	145049.6						605				48			6						8	5844150	725310									0	0					1814400				10256920							30			1148220										0								0											wRXmfo875g	RO12		taul	1K8T	AKN1	9GJxoic	JQFeOYK			rEF1	9_Y1	Bw19	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				kZJyVg2	7p2F	cJvF	FzaX	s3vse7s	oslk	51wlOzR	LM8l689qOp			wX53	RAYp	F2FyR07IdsN7I		
00040	0	0	0	0						84	0						0								20	25		0	0			166.56							0			4325406						0													1.914975								9							3	18	0		6424440		0			379398		0		0									0															8			16	61957.6						215				12		0							0	2988085	0						0			0	0					0				8486280							2			0										0								0											xOXr4RXktW	RO12		taul	1K8T	0Y9G	2dLzqEA	88EhRq8			r9NH	9_Y1	Zazx	sJzTlal	IYzP	DHn_WUyBhW_whjA88g9bvA64_	kIsH		uKAI	L84s	CrNX				NGZ_12K	oi70	cJvF	FzaX	agOwCWN	d0EEeJi	1OjDLrQ	LM8l689qOp			Xa3G	02N6s8f	F2FyR07IdsN7I		
00041	0	0	0	0						7931	7						196								636	795		8	320			286.96							0			3916572						0													2.864345								9								44	0		2767936		0			19654.26		60		14																								168			200	-29723.72						5005				162		5931	-20						0	3642935	642752						265			0	9					285740				9534040							96			313098										0								0								366			DHerjIKQ76	RO12		taul	1K8T	YVv3	3fI4jEC	_03xtaMIkZsn1			da5V	9_Y1	7WNq	VpdQ	43pnToF	me75fM6ugJ	kIsH		uKAI	Mtgm	NhsEn4L				mAjbk_S	Q_Iv	UYBR	AU8pNoi	pHXYlW4	oslk	wYv2Oqu	M_8D			WqMG	RAYp	F2FyR07IdsN7I		
00042	0	0	0	0						2590	21						2780								492	615		18	256			133.12							0			0						0													4.24076								45							9	56	315		623272		0			9088.35		5		12									93657															168			312	7585.56						1735				0		60210	28						0	445660	162576						3705			0	9					221088				1094224							90			150534										0								0								300			hSovyx7IEC	RO12		ev6I	1K8T	7M9D	FJDupBg	_jTP8ioIlJ			Kyvk	9_Y1	f4dr	VpdQ	wMei	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	L84s	E1aAZ0x7vd				beKMbmK	eTUw	cJvF	FzaX	OYHoGfM	QKW8DRm	RlTh9x_	LM8l689qOp			szEZ	vJ_w8kB	WfJYmPMksSqa1pajvfG	mj86	
00043	0	0	0	1						847	7						216								148	185		2	8			186.64							0			5992542						0													4.279214								18							3	146	0		1939088		0			219611.4		35		2									702															40			56	102726						535				72		73179							0	3888000	172800						55			0	18					126070				10454400							18			1080										0								0								300			Mtpt0G8EIb	2Knk1KF	SEuy	taul	1K8T	wOc1	7c9SNLr	MypvvoIQqc	XYuUUMC	smXZ	15me	9_Y1	k13i	09_Q	wMei	me75fM6ugJ	kIsH		uKAI	L84s	h0lfDKh52u4GP		Z9A2Fgu		IoI4mKe	5FI4	UYBR	FzaX	mTP8jNM	oslk	bMSObSS	LM8l689qOp		xG3x	fKCe	RAYp	55YFVY9	am7c	
00044	0	0	0	0						1309	7						2312								156	195		8	120			166.56							5			450						0													3.30015								9								156	98		114000		0			3520.5		0		6																								40			72	-344.8572						565				12		13689							8	51855	29444						5485			0	9					62853				171732							20			21090										0								0								348			8I1r4RXXnK	2Knk1KF	SEuy	taul	1K8T	dWQK	DP5xtq0	r83_sZi	4u5H8cV	smXZ	VGHH	9_Y1	TFSW	VpdQ	haYg	me75fM6ugJ	kIsH		uKAI	L84s	XfqtO3UdzaXh_		JS1ob9p		XTbPUYD	f316	UYBR	FzaX	2Lw6pd1	oslk	XHOAGfT	LM8l689qOp		kG3k	Xa3G	RAYp	TCU50_Yjmm6GIBZ0lL_	mj86	
00045	0	0	0	0						11396	14						4760								140	175		2	40			176.56							0			8229360						0													3.748344								18							6	186	49		1382400		0			6597.96		25		4									27552															32			16	115961.6						5175				102		8307							0	658205	714388						1815			0	45					604800				10552000							8			1036800										0								0											52Iq9ayE15	rEUOq2QD1qfkRr6qpua		taul	1K8T	PJLW	fhk21Ss	yiXKNUCbD1	cn3Exyb		LCq0	9_Y1	vm5R	VpdQ	haYg	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	L84s	WsRVNrF85oPU_		xGyGwSs		XTbIGOn	4w9Y	cJvF	FzaX	4UxGlow	zCkv	catzS2D	jySVZNlOJy		ELof	7P5s	ZI9m	ib5G6X1eUxUn6	am7c	
00046	0	0	0	0						0	0						44								0	0			0			166.56							0			0						0													3.592395								9								84	0		0		0			0		0		0																											0	0						0				0		41067	60						0	0	0						0			0	0									0							0			0										0								0								132			302Oj1KVEH	RO12	SEuy	taul	1K8T	NbV4	T7ckueW	G7uhjcMgI1QYJc_X	dnorC0w	smXZ	U_8b	9_Y1	jdbz	VpdQ	sYC_	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		airvlVS		kq0aHkC	NwRz	UYBR	FzaX	WZA8iqZ	oslk	jCiQv5o	jySVZNlOJy		kG3k	kwS7	RAYp	F2FyR07IdsN7I	am7c	
00047	0	0	0	0						1043	7						768								136	170		0	40			220.08							0			4533372						0													1.566546								9								48	14		2605528		0			158631.6		15		4																								40			40	164940						630				54		16803							0	3795155	864000						4355			0	9					0				10671160							20			1036800										0								0								252			uGLq9ayE15	RO12		taul	1K8T	TyGl	innSmtm	_UtlxbJ			uQJv	9_Y1	QBpP	VpdQ	IYzP	DHn_WUyBhW_whjA88g9bvA64_	kIsH		uKAI	L84s	CrNX				NGZ_12K	bCpi	cJvF	FzaX	ZLOpNvz	d0EEeJi	b5YgyXK	LM8l689qOp			7P5s	nIGXDli	F2FyR07IdsN7I	am7c	
00048	0	0	1	0						0	0						0								0	0			0			392.08							0			0						0													2.97351								9								12	0		0		0			0		0		0																											0	-520268						0				0		0	4						8	0	0						0			0	0									0							0			0										0								7											YddrjIQ5Ph	RO12		taul	1K8T	PGNs	kjvBmIU	1lFJzqR			VNjO	9_Y1	RVjC	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				mAjIhQy	p8c0	UYBR	FzaX	1vNmS85	oslk	MkQldxq	LM8l689qOp			FSa2	RAYp	F2FyR07IdsN7I		
00049	0	0	0	0						679	7						100								124	155		6	88			153.2							0			475236						0													6.180944								9								82	21		1958816		0			219777.6		10		6																								32			24	139857.6						425				6		657							0	4644090	1846416						420			0	9					1713964				10374760							22			1555200										0								0								342			tr0rEyXktW	RO12	SEuy	taul	1K8T	lK27	MErO9Nm	sLarhXg	v6mBLrQ	smXZ	fmhz	9_Y1	SkZj	VpdQ	Tkho	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		w0YEyUq		kq0aHkC	9gPm	UYBR	Lmli	1nA68SY	oslk	mhe7j0h	jySVZNlOJy		kG3k	Aoh3	RAYp	F2FyR07IdsN7I	mj86	
0004A	0	0	0	0						350	0						0								152	190		0	32			253.52							0			9190440						0													3.066866								9								22	0		650704		0			209577.3		30		4																								32			16	166250.8						555				114		0	4						0	1487300	349614						0			0	9					0				10862920							10			1036800										0								0								318			MlYvyx875g	RO12		taul	1K8T	vSNn	06Xs45W	glRBFJT8NN			Sy6v	9_Y1	QMes	VpdQ	zm5i	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				kZJtVhC	cuKm	cJvF	FzaX	LwGmro4	oslk	8erPsJz	jySVZNlOJy			WqMG	RAYp	F2FyR07IdsN7I		
0004B	0	0	0	1						2947	7						616								324	405		8	104			186.64							0			4567674						0													5.240974								9							3	54	21		2387952		0			46011.6		40		16									204768															112			112	-45703.2						1180				108		31851	28						0	2807240	342712						2795			0	9					140679				9275920							40			789246										0								0								246			BQa9tYsdof	RO12		taul	1K8T	TyGl	31DqtNX	V6XUlxabJ4VaD	60Pw3Mo		62	9_Y1	YULl	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		6zd9dVU		mAjbk_S	8gTE	UYBR	FzaX	dMzYH7D	oslk	_wyAgOW	LM8l689qOp		ELof	FSa2	RAYp	F2FyR07IdsN7I	am7c	
0004C	0	0	0	0	0								4			0																	0	10											7						0			0			0				4.975432	0				0	0			8							4				0									2798	14			0								0		0								0		6			-4814400			0					0								0		0					87799	0					0												691200		14												390.16												614593						0	2					g5dmfo875g	RO12		taul	1K8T	AKN1	hWDloaA	lGXpFd_2Rf			1RFo	9_Y1	Ew1Q	09_Q		me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L			eGzu	uZL60aU	XQB3	cJvF		KA3R98m	oslk	XdAUmxB				wX53	RAYp	F2FyR07IdsN7I		
0004D	0	0	0	0						483	14						2028								60	75		6	0			200							0			3702						0													3.011963								18							3	100	14		177880		0			7624.53		0		0									8487															32			72	28480.44						180				6		14400							0	135335	0						515			0	18					18004				199676							10			0										0								0								360			1YVvyx7IEC	RO12		taul	1K8T	FgS1	J7Knr2P	qj0X1JD6U2VDfcVe	3Vu2w2G		O2GP	9_Y1	RcM7	09_Q	hAFG	me75fM6ugJ	kIsH		uKAI	L84s	XfqtO3UdzaXh_		lLtTL5l		11p4mKe	FEyh	UYBR	FzaX	Fpzfql_	oslk	mfC2Oqu	LM8l689qOp		ELof	szEZ	RAYp	F2FyR07IdsN7I	am7c	
0004E	0	0	0	1						1834	7						1424								180	225		4	88			166.56							0			6123840						0													5.690451								9							3	98	7		405192		0			60488.1		30		8									0															40			16	-144249.6						795				84		2277							0	516685	280500						4370			0	9					354543				7929840							16			1023492										0								0								138			8Iqt0G8rTN	RO12	SEuy	taul	1K8T	TyGl	mMEMUDL	YmZmFZu	H_r1AEp	smXZ	X9BD	9_Y1	e7QV	VpdQ	sYC_	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		dDbG0ta		beK4AFX	8uxy	cJvF	FzaX	TIB8hdx	oslk	u4_Rusu	LM8l689qOp		kG3k	fKCe	RAYp	F2FyR07IdsN7I	mj86	
0004F	1	0	0	0						3094	7						688								232	290		4	144			200							5			2182842						0							133284						4.710959								18							6	194	28		4903416		0			6327.271		20		32									507234															56			56	-560420						1205				18		22428	34						16	70945	68190						1170			0	18					16961				4362920							20			168426										0								7								330			52Iq9ayE15	2Knk1KF	SEuy	taul	1K8T	z32l	fhk21Ss	BBhiudN5VwCx3	8D4hLTM	smXZ	PEA0	9_Y1	vm5R	VpdQ	y6dw	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	L84s	_5OXC8MSLt		vTxLDJq		LxWhDOK	8pnM	cJvF	FzaX	4UxGlow	oslk	catzS2D	LM8l689qOp		kG3k	7P5s	ZI9m	iyHGyLCEkQ	am7c	
00050	0	0	0	0						315	0						0								16	20		0	16			313.68							5			0						0													4.869473								9								22	0		131712		0			91851		0		0																								8			8	-919272						195				0		0	4						8	277260	324448						0			0	18					0				936560							2			0										0								0								282			Iskvyx875g	RO12		taul	1K8T	487l	2cB4lx4	D5ksmOvSExf4jbrd			CJGI	9_Y1	MBhA	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				7Ww66JZ	Rosu	UYBR		yNFOVQC	oslk	3z2QQMs				WqMG	RAYp	0pzBWGkV3fbsGZN52DH		
